pid,desc,capperc,cap
487,"Mid-rise living in a commuters dream location! Find amazing views and affordable prices with all utilities included here in a superior location in Alexandria, Virginia in Fairfax County, off I-395 near the intersection of the Capital Beltway and I-95. Enjoy easy access to Washington D.C.'s greatest landmarks and all the shops and attractions of Old Town Alexandria, the Landmark shopping area, and Cameron Run Park. Also nearby is Van Dorn Metro station with Metro Bus stops in the community. Our community offers an extensive amenity package. Not only do we allow pets, but our pet fees are among the lowest around. Your new apartment home awaits you here at Towers at Morningside!",0.0,0.0
488,"(703) 719-0774 - LOOK NO FURTHER....................................... - BEAUTIFUL 3 LEVEL TOWNHOUSE IN KINGSTOWNE, ALEXANDRIA, VA. HARDWOOD FLOORING, STAINLESS STEEL APPLIANCES, UPGRADED LIGHTING, BATHROOM ON ALL FLOORS. RECREATION ROOM WITH FIREPLACE. DECK OFF LIVING ROOM AND FENCED IN BACKYARD THAT BACKS TO WOODS. COMMUNITY HAS 2 POOLS, 2 FITNESS CENTERS, TENNIS COURTS, BASKETBALL COURTS, TOT LOTS AND MILES OF BIKING AND WALKING TRAILS. CLOSE TO 2 METRO STATIONS & SHOPPING CENTERS.
(RLNE2063261) Other Amenities - Other- mircrowave, refrigerator/icemaker, tennis courts, community fitness center, community basketball court, tot lot, Pool. Appliances - Dishwasher, Range, Garbage Disposal, Washer & Dryer. Pet policies - Small Dogs Allowed, Cats Allowed, Large Dogs Allowed.",0.58,1.0
489,"Conveniently located within walking distance of the Old Town metro Gunston Hall apartments offers affordable one and two bedroom apartments for short and long term lease. Gunston Hall apartments is minutes to Washington, DC and Ronald Reagan National Airport.",0.03,1.0
490,,,
491,,,
492,,,
493,"Live at the corner of it all... Conveniently located just inside the Beltway, at the corner of Edsall Road and Van Dorn, which puts you within walking distance of the Metro, near dozens of shops and restaurants at Landmark Mall, and less than one mile from 495. Our location cannot be beat, and our homes offer you spacious living with the privacy of a garden apartment.",0.0,0.0
494,,,
495,"Huntington Gardens offers a quiet community setting with suburban charm without sacrificing the amenities of urban living. Leave your car behind and walk to the Huntington Metro Rail Station, shopping, restaurants, schools and recreation facilities or take a short drive to Old Town Alexandria or Washington, D.C. to enjoy the sites. This is the ideal location for the busy commute",0.0,0.0
496,"The excitement of Northern Virginia. The tranquility of a nature setting. The Alexandria apartments of Hillwood and StoneRidge at Mark Center blend the best of both worlds. Live in one of the most comfortable apartments in Alexandria, VA and surround yourself with beautiful landscaping, thoughtfully-designed apartment homes, and enjoyable community amenities. Located near the I-495 (The Beltway) and I-395, Hillwood & StoneRidge is a short walk to The Shop at Mark Center and a short drive away from Old Town Alexandria as well as all of the shopping, dining and entertainment that nearby Washington, DC has to offer. Hillwood & StoneRidge offers residents unique one, two, or three bedroom apartment homes, some with dens, in addition to exclusive amenities such as a Complimentary Shuttle to and from Pentagon City Metro Station, 3 Swimming pools, 7 tennis courts, and Washer/Dryer in select residences. Take a swim in our gorgeous pool, stroll through the lushly landscaped community, or s",0.03,1.0
497,,,
498,,,
499,"Get your very own place in popular Del Ray neighborhood . . . Lots of natural light ... walking distance to cute shops and family owned restaurants. * Beautiful modern kitchen
* Wall-to-wall carpet
* Reserved Parking
* Ceramic tiled bath
* Large windows letting in lots of natural light
* Walk to great restaurants like St Elmo's Coffee Club, Cheesetique wine and cheese bar, Evening Star Cafe and The Dairy Godmother
* Walk to Potomac Yard shopping center
* Walk to award-winning Del Ray Farmers Market on Saturday mornings
* Located near Braddock and Crystal City Metros (1 mile to blue and yellow lines). Bus stop around the corner - runs 7 days a week
* Laundry onsite
* Pet friendly -- cats and small dogs (under 20 pounds)
* No-smoking",0.0,0.0
500,,,
501,,,
502,,,
503,,,
504,,,
505,,,
506,,,
507,,,
508,,,
509,"For more information and a tour of our apartment homes, please call the rental office between the hours of 8:00AM and 5:00PM Monday through Friday. Weekend viewings by appointment.",0.07,1.0
510,,,
511,"For a great ""inside the beltway location"", close to major transportation routes such as I-395, Columbia Pike, and Route 50, Golden Gate Apartments is well located off Leesburg Pike across from Skyline Mall featuring movie theaters, a health club and shops and is next to Leesburg Pike Plaza featuring additional shops, a super-Giant Food, and restaurants. Golden Gate is also approximately 15 minutes from Crystal City, The Pentagon, National Airport, Fort Meyer, Old Town Alexandria and the 14th Street Bridge. Golden Gate features sunny, spacious, one, two and three bedroom affordable apartment homes with electric and gas included! Community amenities include a seasonal swimming pool, playground, in a lovely wooded setting with laundry facilities in each building and ample free parking! If you are looking for a residence that offers a rare combination of value and convenience, look no further! Come home to Golden Gate!",0.0,0.0
512,,,
513,"Located in Alexandria VA, Jackson Crossing Apartments is revolutionizing what you can expect from luxury affordable apartments. Choose from a variety of one, two and three bedroom apartments featured in a high-rise community. You will enjoy coming home to sleek black appliances, wood style floors and spacious floor plans. Residents enjoy community amenities such as underground parking, a rooftop patio, and onsite management. The location has excellent access to public transit and is conveniently located near Ronald Reagan International Airport and across the street from dining and shopping. Schedule a tour of our community today and don't miss out on all that Jackson Crossing Apartments has to offer. 1, 2 and 3 Bedroom Floorplans",0.01,1.0
514,,,
515,,,
516,,,
517,,,
518,,,
519,,,
520,,,
521,,,
522,,,
523,,,
524,,,
525,,,
526,"Exciting renovations are underway at The Ellsworth. This quaint community with just 20 apartment homes is located in a quiet residential neighborhood but just a half of a block away from the excitement of Duke Street. We offer extremely spacious one and two bedroom apartment homes that are sure to impress. When it's time to leave home, you will be just minutes from Landmark Mall, Old Town Alexandria, I-495, I-395 and I-95. If you are looking for the prime location with all of the perks you deserve, look no further! Call today to arrange a tour of your new home!",0.0,0.0
527,,,
528,,,
529,,,
530,,,
531,,,
532,,,
533,,,
534,,,
535,,,
536,,,
537,,,
538,,,
539,,,
540,,,
541,,,
542,,,
543,,,
544,,,
545,,,
546,,,
547,,,
548,,,
549,,,
550,,,
551,,,
552,,,
553,,,
554,,,
555,"This building was built in 1940 as a 6-story art deco building. It sat empty for over 20 years until we acquired it and fully renovated it in 2004. Originally built as an office building, we renovated it into a full mixed-use building with retail on the first floor, executive offices on the 2nd and 3rd floors and apartments on floors 4, 5 & 6. 815 King St was beautifully restored into an art deco building complete with its unattended concierge desk in the lobby and limestone floors. Two elevators service the building. The roof reveals a spectacular garden overlooking the entire city and Washington in the distance. Each apartment features hardwood floors, a fireplace, granite counter tops on wood cabinets, limestone floors and walls in the bathrooms, and a washer and dryer in each apartment.",0.0,0.0
556,,,
557,,,
558,,,
559,,,
560,"Exciting renovations are underway at The Payne Place. This quaint community with just 10 apartment homes is located in a quiet residential neighborhood but just a half a block away from the excitement of King Street. We offer extremely spacious studios, one, and two bedroom apartment homes that are sure to impress. If you are looking for the prime location with all of the perks you deserve, look no further! Call today to arrange a tour of your new home!",0.0,0.0
561,,,
562,,,
563,,,
564,,,
565,,,
566,,,
567,,,
568,,,
569,,,
570,,,
571,,,
572,,,
573,,,
574,,,
575,,,
576,,,
577,,,
578,,,
579,,,
580,,,
581,,,
582,,,
583,,,
584,"Newly Renovated! Chic and modern 1 bedroom and 1 bedroom with Dens, conveniently located in the heart of the City of Alexandria close to Del Ray and Historic Old Town Alexandria. Walk to shops and restaurants. Commuters will love the option of three metro stations all within 1.5 miles away. Parc Square offers the true urban life style of living close to major shopping, dining, employment centers, schools, and Washington, D.C.",0.0,0.0
585,,,
586,,,
587,"Large bright 2 bedroom on first floor in a residential area. Great closet space with addition storage in the central laundry room. Beautiful hardwood floors throughout, parking behind building and close to bus line. Near to airport, Crystal City and all the shops/restaurants on Mt. Vernon Avenue. Owner managed.",0.0,0.0
588,"Welcome to the new Arbelo Apartments! You can't beat our unbelievable location near everything that Alexandria has to offer. Close to King Street's dining and shopping and within easy reach of the Braddock Metro. And now, these well maintained, 1950's low rise apartments have been refreshed to include new kitchens, baths, central heat and air conditioning. Our roomy apartments offer spacious floor plans, carpeting, hardwood and vinyl plank flooring, off street parking and resident controlled access. Hurry! These apartments will not last long!",0.0,0.0
589,,,
590,,,
591,,,
592,,,
593,,,
594,,,
595,,,
596,,,
597,,,
598,,,
599,,,
600,,,
601,,,
602,,,
603,,,
604,,,
605,,,
606,,,
607,,,
608,,,
609,,,
610,,,
611,,,
612,,,
613,,,
614,,,
615,,,
616,,,
617,,,
618,,,
619,,,
620,,,
621,,,
622,,,
623,,,
624,,,
625,,,
626,,,
627,,,
628,,,
629,,,
630,,,
631,,,
632,,,
633,"The Parliaments is the place you'll love to call home. Choose from hi-rise or garden-style apartment homes. With our all-inclusive rent you won't have to worry about a utility bill, trash pickup, parking or fitness center fees. Located just inside the Beltway, yet still in a country-like setting. Enjoy being close to nearby parks and a shopping center just next door.",0.0,0.0
634,"Avant's newly renovated one, two and three bedroom apartments and townhomes are located in Annandale, Virginia, just inside the Beltway and conveniently close to everything including DC, Alexandria, Fair Oaks Mall, and Dulles and Reagan airports, just to name a few. Here, you'll find space to live. A better quality of life. And the freedom to just be yourself. That's what living at the Avant is all about. Discover how liberating it can be to have the comfort you crave at a value you deserve. Step outside your home and into a whole new world of amenities and services. Dive into the pool. Take a stroll along the tree-lined streets. From work to play, from care to carefree, the Avant has it all. And the picturesque setting near area parks and natural attractions means there's always something new to discover. Plus, you'll have an easy commutes wherever you want to go. Shopping sprees at Tysons. Romantic dinners in historic Alexandria. The buzzing nightlife of Clarendon. Countless events and attractions in DC. All of these - and more - are within easy reach of the Avant. Whether you're looking for fun or work, you'll find it all here.",0.01,1.0
635,"Ravensworth Towers in Annandale, Virginia offers smoke free living close to DC. Our pet friendly apartment homes feature fully equipped kitchens, spacious living areas, walk in closets, carpet, tile floors, private patio or balcony, in home stackable washer and dryer, central A/C and heat. Select homes offer upgraded maple cabinets, stainless steel appliances, dual entry kitchen, breakfast bar, pantry and/or den. Our community offers an outdoor swimming pool, sundeck, 24 hour fitness center, on site recycling, picnic/barbecue areas, clubhouse with large HDTV, and complimentary coffee bar. We are close to I 395 and I 495, near Little River Shopping Center, dining, entertainment and 7 bus lines with access to the Metro. We are 20 minutes from Reagan National Airport and 30 minutes from Dulles International. Guarantors welcome!",0.02,1.0
636,ALL UTILS INC IN RENT!!!Wonderful 2br/1.5 ba condo at Woodburn Village. Just meters from Fairfax Hospital-mins from I-495 I-66 and Tysons. Conv. to bus and metro. Garden community with great common grounds picnic areas pool. Unit has newer appliances & updated kitchen and bathrooms.Upper lvl - lots of light.Rent inc all utils.Xtra strge.Some pics from bef tenant. SORRY NO PETS. AVAIL 12/1,0.15,1.0
637,Beautiful home on large corner lot. 2 car garage plus driveway. Separate dining room off of the kitchen. Backyard has a patio great for entertaining. Main floor mostly hardwood. Lots of open space on main level. Large kitchen with table space. Plenty of open space in the lower level. Washer/Dryer included in rental. Professionally managed.,0.0,0.0
638,Come see this cozy condo located just minutes from I-495. Basement level with access to parking area from patio low maintenance floors throughout! Ceramic tile in kitchen and bathroom separate formal dining room granite counters in kitchen and bathroom Tons of storage plus too many updates to mention! Welcome home!,0.0,0.0
639,This beautiful single home in Annandale/Fairfax Location!! On the privacy corner lot with fantastic back yard. HUGE 2 CAR-Garage(can fit 4 cars). Well-maintained MOVE IN Condition. Woodson HS.,0.18,1.0
640,EZ Commute! RT 50 66 495 & 29 minutes away! at Gallows Road! Shopping Fairfax County Schools & INOVA Fairfax Hospital! Beautifully Updated LG Townhome with 3 levels 3 big bedrooms 2 half baths & 2 full baths! Beautiful hardwoods on main & upper levels. Master bedroom boasts on suite bathroom and large closets. Large private fully fenced rear yard with easy access to guest parking area!,0.06,1.0
641,Convenient mostly one-level living w/huge sun room overlooking expansive & fully fenced yard plus garage & ez access attic storage. Lower level w/legal bedroom plus family room bonus room & huge laundry/storage room - LOTS of space! Two-level deck off sunroom - great for entertaining! Updated kitchen master BA systems & windows. Close-in location w/ez access to everywhere walk to shops.,0.03,1.0
642,3 finished lvls on great lot set back from road with private backyrd. Gorm t kitchen with stainless appliances & granite. Library. 4BR & 3BA on upper lvl. Gorgeous master suite w/luxury bath. Walkout lower level with large rec room BA & bedroom. Available immediately. Caretaker is on the premises.,0.06,1.0
643,Clean ample & move-in ready 2 bed 1 bath condo near major access routes shopping restaurants and more in lovely community. Corner unit with balcony overlooking lush landscape!!!!!,0.0,0.0
644,Beautifully remodeled townhouse - You must see this gorgeous home w/fully finished basement master br w/WIC & dual vanity sinks linen closet and tub. Enormous kitchen HW floors in living/dining rooms brick patio wood burning FP SS appliances granite counters new windows doors landscaping ready to move in! Minutes to DC & all major roads!,0.09,1.0
645,New rental call for combo- 4 br 2.5 ba colonial w carport and large grassy yard in sought after Wakefield Chapel. Gleaming HW floors on 2 levels. Updated kit w breakfast rm main level family room w fpl plus lrm & drm. Huge master w walk in closet and full bathroom. Large brs! NEW: Oven dishwasher furnace a/c water heater gutter guards roof! Neighborhood pool/tennis option. Parks!! Gas heat!,0.03,1.0
646,Wonderful rental-4 br 2.5 bath with 2 wings of brs ! 2 car garage!HUGE great room open to kit and drm w wood burning fpl wo to patio. 70 k in upgrades: windows roof new kitchen updated baths new carpet freshly painted throughout! Very open hardwood floors on entire main level with a rec rm in new carpet wo to side patio/courtyard. Kitchen is maple cab granite counters ss appliances.,0.01,1.0
647,Come make this unique and charming place your home. 1 bedroom unit on the 1st floor of this Tetradecagon house. Efficiency Kitchen washer/dryer and large bedroom combine to make this storybook setting a perfect haven. Near dining shopping and transportation; separate parking and large backyard further enhance your living experience. All utilities included in rent. No Smoking No pets.,0.0,0.0
648,Stunning custom built contemporary 4 level home on a private wooded lot. Too many upgrades to mention!HUGE rear deck w/ 2 screened-in porches Hdwd floors dramatic windows large gourmet kitchen 2 sided FP in LR & DR Luxurious MBA w/ marble floors & sep soaking tub & shower Au-pair suite Minutes to 495 & 66. THIS IS TRULY A ONE OF A KIND HOME!!!,0.19,1.0
649,Huge brick townhouse w/ garage in Pinecrest Heights! Beautiful hardwood floors on main & upper level! No carpet! All new kitchen with ss appliance & granite counters. Formal dinning room living room has slider to patio and common area. Three large bedrooms up w/ wood floors & 2 full baths. 2 half baths whole house painted! New tile in lower level fireplace. Call with any questions!,0.0,0.0
650,Come see this 4 Bedrooms & 3.5 Baths END unit for lease. Updated Kitchen with new appliances and newly refinished hardwood floors. Spacious Laundry room in the Basement large Backyard with garden and concrete Patio. Minutes to I-495 shopping centers restaurants and schools. Close to Tyson Corners Alexandria Downtown DC & National Harbor.,0.04,1.0
651,THIS COMPLETELY REMODELED TH OFFERS EVERYTHING- SIZE PRICE LOCATION IMPECCABLE CONDITION PLENTY STORAGE 4 BEDROOMS 3.5 BATHS 3 FULLY FINISHED LEVELS HARDWOOD ON ALL LEVELS BRAND NEW KITCHEN GRANITE COUNTER GLASS BACKSLASH FRESH PAINT FILLED WITH SUN LIGHT FENCED REAR YARD WALK-OUT PATIO 4TH BEDROOM & BATH ON LOWER LEVEL EASY ACCESS TO BELTWAY AND OTHER HWYS CLOSE TO SHOPPING TYSONS CORNER NO PETS,0.95,1.0
652,GREAT LOCATION!! Bright & Spacious 2 BR 2 FB condo in heart of Annandale.-Master BR has large walk in closet.- Cozy fireplace in the LR with lots of natural lights. New electric range and microwave oven. - Private balcony with newer sliding door.- Washer/Dryer in the unit. - Rent includes nearby pool and tennis court. -Convenient for shopping dining & easy commute to 495 395 & Tyson.,0.09,1.0
653,ALL UTILITIES INCLUDED! Welcome to your spacious entry level condo with private entrance. Home features 2 walk-in closets; additional storage below unit parking (1 reserved 1 guest); and pool. Beautiful park-like setting near INOVA and Mosaic District. Easy access to Gallows Rd Rt 50 and beltway. Pets under 35 lbs permitted. Laundry room located 1 floor down.,0.07,1.0
654,AWESOME DETACHED HOME IN ESTABLISHED NEIGHBORHOOD WITH MATURE TREES VERY PRIVATE!! HUGE FLAT FENCED BACK YARD. COZY HOME WITH WOOD-BURNING FIREPLACE AND HARDWOOD FLOORS. FRESHLY PAINTED INSIDE AND OUT UPDATED BATHROOM AND PLENTY OF STORAGE IN THE LARGE FULL-SIZE UNFINISHED BASEMENT WITH WASHER/DRYER. GET A 3 BEDROOM SINGLE FAMILY HOME FOR THE PRICE OF AN APARTMENT!!!,1.02,1.0
655,Great location 2 level townhouse style condo. 3 BR & 2 BA with all hardwood floors. Open floor with large living room. Close to major rd and public transportation. Showing available only Wednesday and Sunday. Nice tenants will move out first week of October.,0.05,1.0
656,Well maintained End Unit Townhouse w/ 3 BR - 3.5 Bath - Master BR w/ sitting Rm / Den. Large kitchen w/ spacious breakfast area Fully finished basement w/ Fireplace and a Full Bath - Large brick patio for cookout - 2 assigned parking spaces - Available now,0.04,1.0
657,7 000 Sf Elegant colonial on 1 acre 8Br 6.55Ba Two story foyer w/a curved stairs Dual staircase Huge eat-in kitchen Walk-in pantry Sun rm w/skylights Wet bar 2 story family rm w/gas firepl Extensive deck. Hard wood fl on entire main lev stairs & upper hall Huge master suite w/Jacuzzi & double shower Walkout rec room w/ kitchenette BRS Perfect for big family or group home.,0.01,1.0
658,Beautifully renovated Total renovation !!! Bright and open floor plan . Park like view from the living room and balcony.. Hardwood floor New kit and new bathrooms. Lovely white cabinets in kit. So many updates to list..All utilities are include with rent,0.0,0.0
659,Excellent location in sought after Woodson HS. This 3 BD 2.2 bath townhome features kitchen w/ large breakfast room dining living and rec room with electric FP. Hardwood floors fresh paint & patio w/private backyard. LL offers hobby room half bath & large storage area. Minutes to 495 express lanes & I-95 Metro bus stop nearby Audrey Moore rec center Wakefield Park NVCC & shopping.,0.08,1.0
660,Fantastic 4br 2ba single family rental home in Columbia Pines. Basement has been completely renovated with a kitchenette rec. room and a full bath. Spacious backyard. Lots of natural Light!! PETS not allowed!!,0.03,1.0
661,This unit shows well. Kitchen and bath have been updated. Rent includes gas water swimming pool playground and parking. The unit also has extra storage space. Fantastic location-walk to shopping restaurants banks and public transportation. Three blocks to 495. No smokers. No pets. Owner will consider longer rental term.,0.0,0.0
662,Handsome & Spacious 4BR/3.5BA Colonial on Private Lot in Sought After Neighborhood! It Offers New Windows New Carpet New Painting Deck Well-Landscaped Backyard Fully Fenced Yard Fireplace Spacious Bedrooms Den in Basement Plenty of Storage Spaces & 2 Car Garage!! No Pets and Military/Diplomat Clauses Accepted. Close to Park Metro I-495 Shops Restaurants and Inova Fairfax Hospital!!,0.04,1.0
663,Updated 3 bedroom 2 bath detached house on a beautiful lot. Wood floors on main level separate dining room and a fireplace in the living room. Remodeled kitchen! Large 1/2 acre lot 2 car attached garage. HUGE screened in porch off the dining room - perfect for entertaining. LL has extra large family room laundry room and utility room/workshop! Covered front entry/porch.,0.03,1.0
664,Gorgeous townhouse with 4 bedrooms 3.5 baths and walkout basement. It has stainless steel appliance with hard wood floor and ceramic flooring. It looks great. Section 8 are welcome with good reference. Great location inside beltway close to major highways. and shopping center and restaurants. Community swimming pool.,0.0,0.0
665,Pristine condition! Intelligent spacious floor plan 5 BR upstairs perfect home ofc on main level with built ins and fpl. Beautifully refinished hardwoods on main and upper levels. Brand new vinyl flooring in kitchen foyer and LL finished rec room. Roof replaced about 4 yrs ago. Brand new updates in kitchen and baths. Beautifully landscaped. 2-car garage. Vacant available now!,0.03,1.0
666,Bright Clean Beautiful & Fully-Furnished Studio/One-bedroom apartment. Great convenient & quiet location! Near Fairfax Inova Hospital George Mason & NOVA Community College. Has its own entrance and private/spacious Patio in-unit laundry room with sink remodeled kitchen stainless steel appliances. Bring your suitcases it s all you need! Fios Verizon Provided,0.02,1.0
667,Located between 495 & 395. Bright open living & dining room. Eat in kitchen w/door to fenced yard w/shed for extra storage. Close to library shopping dining & bus stop to metro. Background check includes criminal job history rental history & credit. Online application required. No pets or smoking in home. Certified funds required for security & 1st months rent. No housing programs.,0.0,0.0
668,"Lovely 4 bed 2 bath home in quiet Annandale neighborhood! 2000 sq ft living space, large yard, Close to I495, I66, shopping, restaurants &amp; entertainment.Paved driveway for up to 3 cars, plenty of street parking. Applicants must have good credit and salary 40X monthly rent. See 'docs' for application and info. If you have any questions, please contact Katie Hansen at 435-232-5889 with Century 21 Accent Homes",0.0,0.0
669,Lovely clean interior TH within a few blocks of Fairfax Hospital Vienna/Dunn Lorin Metro bus-stop & community amenities. Owner welcomes unrelated professional tenants! Sorry no vouchers smokers or pets. Updates incl: cherry Kit cabinets granite counters appls. Features HW flrs & tile floors throughout. Ample storage walkout basement fenced yard. Long-term preferred 1 year okay.,0.04,1.0
670,"Live in one of the most comfortable apartments in Annandale, VA and surround yourself with beautiful landscaping, thoughtfully-designed apartment homes, and enjoyable community amenities. Located near the I-495 and Little River Turnpike, Fairmont Gardens is a short walk to the Annandale Community Park and just minutes away from Cinema Arts Theatres as well as all of the shopping, dining and entertainment that nearby Washington, DC has to offer. Fairmont Gardens offers residents unique one, two, or three-bedroom apartment homes in addition to exclusive amenities such as a Community BBQ Area, Playground, Patios and Balconies, a Swimming Pool and Wading Pool. Fairmont Gardens is also conveniently located by main highways, the Beltway and public transportation to get you where you want to be. Take a swim in our sparkling swimming pool, stroll through the lushly landscaped and meticulously maintained community, or spend the day out and about in nearby Washington, DC. If you're looking t",0.03,1.0
671,,,
672,"Wedgewood Apartments are Fairfax County's largest apartment homes. ""Summer"" into Wedgewood and experience the difference. In a setting of simple beauty, inspired by true colonial detailing, these apartments offer spacious floorplans and a location right off the Capital Beltway. Enjoy nearby parks and trails, yet just a short distance to shops, restaurants and schools.
ALL UTILITIES INCLUDEDAll deposits are based on credit.",0.05,1.0
673,,,
674,,,
675,"Get away from it all at Spa Cove! We offer an ideal location just 2 minutes from historic downtown Annapolis and a convenient 5-minute commute to Route 50 and I-97. Both Washington and Baltimore metro areas are convenient commutes. Our community is unique because we offer a beautiful park setting as well as incredible waterfront views. Enjoy living at our spacious waterfront community....check into Spa Cove today! Spa Cove is located across the street from Truxtun Park, a full-facility public park, with tennis courts, a skateboard park, softball fields, a swimming pool, and a recreation center.",0.0,0.0
676,"Right on dynamic West Street, just minutes from all the eclectic restaurants, trendy shops and energetic nightspots around Annapolis, a home at 1901 West puts the excitement of downtown right outside your door. This new development offers the unique combination of residential and retail space, effortlessly capturing urban sophistication and neighborhood charm in one great place to live. It's the hot Annapolis lifestyle in a cool new community. Please call for an appointment today.",0.0,0.0
677,"Welcome to Regatta Bay, luxury apartment rental homes in Annapolis, MD. Situated within easy reach of both Washington, D.C. and downtown Baltimore, Regatta Bay offers an ideal location with convenient access to local shops, restaurants, entertainment and numerous cultural venues. Regatta Bay boasts exceptional style and comfort with spacious, open-concept floorplans. Each one and two bedroom apartment home features 9ft ceilings, private patios or balconies and gourmet kitchens with Whirlpool appliances and granite countertops. Our complete amenities package includes a private outdoor swimming pool and state-of-the-art fitness center with free-weights and cardio equipment. Our residents also enjoy our clubhouse with a business center and lounge area, in addition to our fire pit, outdoor grilling area, outdoor corn hole and outdoor pool tables. Discover Apartment Living At Its Best and schedule a tour today!",0.01,1.0
678,"Bayshore Landing is a unique picturesque community with all the conveniences and amenities you would find at a beautiful resort. Here you can enjoy the tranquil pool and sundeck. Find yourself fully rejuvenated after a workout in our fully updated equipped fitness center. Enjoy a cup of coffee, tea, or cocoa in the cozy clubhouse. Enjoy a walk through the community on the paved walking paths. You can even grill out in the picnic area with gazebo. With six distinctive floor plans, Bayshore Landing is sure to meet your expectations! Choose the style and price that fits your needs. We can even remodel an apartment just for you. Be the first to live in an apartment right after renovations. At Bayshore Landing you&#39;ll love staying home!",0.0,0.0
679,"Mariner Bay & Crosswinds at Annapolis Towne CentreTwo great apartment communities. One amazing location. You can?t go wrong when you decide to call one of our Annapolis Towne Centre apartments home. Rooftop pool or courtyard one? Bocce ball or yoga? Spectacular views or social hub? Between Mariner Bay and Crosswinds, we have everything you are looking for. The hardest part will be choosing which one is best for you!Mariner Bay sets itself apart as Annapolis? only high rise apartment community. Enjoy your morning coffee as the sun rises over downtown Annapolis and the Naval Academy or spend your weekends lounging at the rooftop pool. With a 24-hour concierge, your to-do list just got a lot shorter. That means more time to enjoy cooking in the chef-caliber kitchens, or window shopping in Annapolis Towne Centre. So make yourself at home at Mariner Bay and indulge in what is without a doubt the most luxurious apartment community in Annapolis.Crosswinds is a brand new apartment community with upscale apartment finishes and exquisitely designed amenity spaces that bring the energy of Annapolis Towne Centre into your home. Vibrant, urban and just minutes from historic downtown Annapolis, Crosswinds is redefining traditional luxury living. In addition to the best shopping, dining and entertainment in Annapolis, a happening social life and elegantly styled apartment await you at Crosswinds.",0.0,1.0
680,"Resort living, Annapolis style. Discover the essentials of living well at Stone Point Apartments. Here, you'll enjoy an unparalleled mix of luxury, convenience and recreation, including a spectacular 10,000 sq. ft. clubhouse with swimming and hydrotherapy pools. With one-, two- and three-bedroom floor plans (some with lofts and dens) to choose from, you'll think you've arrived at a five-star resort. Annapolis' mix of colonial charm and urban recreation lets you live a life of leisure. Welcome to luxury living in Annapolis.",0.0,0.0
681,"Harbour Gates in Annapolis, MD offer spacious studio, 1, 2 and 3 bedroom apartments. We?re at the center of everything you need. Minutes to Route 50, Annapolis Mall and Anne Arundel Medical Center. Only 5 minutes to the Annapolis Towne Centre, Harbour Center, Festival at Riva, downtown historic Annapolis and the City Dock. And in the neighborhood you?ll find unlimited shopping, dining, entertainment, recreation, schools, grocery stores, and many parks. Apartment features include a comfortable living area and separate dining area, glass doors that open to a covered balcony, patio or sunroom with storage closet, large windows with lots of natural light (we provide blinds throughout), ample closet space, central heat & air conditioning and views of landscaped courtyards. Most apartments have full size washer & dryer. We are a pet-friendly apartment and we accept some dogs, all cats and some other types of pets. Utilities are not included in your rent - you pay for electricity and water/sewer. Property features include a relaxing pool with sundeck, indoor heated pool and spa, private showers and locker rooms, fitness center, car wash area, racquetball court, recycling areas, mail delivery in each building, on-site management and 24-hour emergency maintenance. For more information and availability, visit www.harbourgatesapartments.com.",0.0,1.0
682,"Live in Annapolis, MD and surround yourself with beautiful landscaping, charming homes, and thoughtful amenities. Located on the corner of Forest Drive and West Street, Westwinds Apartments is just minutes away from the United States Naval Academy as well as all of the shopping, dining and entertainment that nearby Washington D.C. has to offer.Westwinds Apartments offers unique one or two bedroom apartment homes that include an in-unit washer and dryer, swimming pool and fitness center, to name a few of the exclusive amenities we offer our residents. convenient location, Westwinds Apartments is the place for you in Annapolis. You deserve the best in apartment living and our community offers an easy and relaxed lifestyle.Take a swim in your gorgeous pool, stroll through your pet-friendly community or spend time relaxing in the picnic area. If you're looking for a home close to the Naval Academy or want to experience the perks of a wonderful apartment home, think Westwinds!",0.01,1.0
683,"Live in Annapolis, MD and surround yourself with beautiful landscaping, charming homes, and thoughtful amenities. Located near Forest Drive and Thom Drive, The Reserve at Quiet Waters Apartments is just minutes away from all of the shopping, dining and entertainment that Annapolis has to offer.The Reserve at Quiet Waters Apartments offers unique one, two, or three bedroom apartment homes that include upgraded kitchens, large closets, and renovated bathrooms just to name a few of the exclusive amenities we offer our residents. Spend an afternoon enjoying your playground, stretch out in your spacious floor plan, or have a dip in your shimmering pool. If you're looking for a home in Tyler Heights or want to experience the perks of a wonderful apartment home in a convenient location, The Reserve at Quiet Waters Apartments is the place for you in Annapolis. You deserve the very best in apartment living and our community offers an easy and relaxed lifestyle.",0.01,1.0
684,"Watergate Pointe is a waterfront apartment community and marina located on Back Creek in what the locals affectionately refer to as The Republic of Eastport in Annapolis, Maryland. Yes, this is the eclectic, fun side of town, so batten down the hatches and get ready for the good life. Submerse yourself in the history and charm of Annapolis while you bask in the serenity of your fully renovated one, two or three bedroom apartment including unmatched community amenities. Theres simply nothing like waterfront living at Watergate Pointe. From the residents yacht club and private marina to the olympic-size pool and sun deck, its truly water, water everywhere.",0.0,0.0
