pid,ac,ascovpark,asgarpark,aslotpark,asotherpark,asstpark,bird,cable,cat,dog,elect,fish,gas,heat,na,otherfee,reptile,sewer,storage,trashrem,uncovpark,ungarpark,unlotpark,unotherpark,unstpark,water
3607,,,,,,,,,,,,,,,,,,,,,,,,,,
3608,,,,,,,,,,,,,,,,,,,,,,,,,,
3609,,,,,,,,,,,,,,,,,,,,,,,,,,
3610,,,,,,,,,,,,,,,,,,,,,,,,,,
3611,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,,,,,,,,,,,,,,,,,,,,,,,,,,
3613,,,,,,,,,,,,,,,,,,,,,,,,,,
3614,,,,,,,,,,,,,,,,,,,,,,,,,,
3615,,,,,,,,,,,,,,,,,,,,,,,,,,
3616,,,,,,,,,,,,,,,,,,,,,,,,,,
3617,,,,,,,,,,,,,,,,,,,,,,,,,,
3618,,,,,,,,,,,,,,,,,,,,,,,,,,
3619,,,,,,,,,,,,,,,,,,,,,,,,,,
3620,,,,,,,,,,,,,,,,,,,,,,,,,,
3621,,,,,,,,,,,,,,,,,,,,,,,,,,
3622,,,,,,,,,,,,,,,,,,,,,,,,,,
3623,,,,,,,,,,,,,,,,,,,,,,,,,,
3624,,,,,,,,,,,,,,,,,,,,,,,,,,
3625,,,,,,,,,,,,,,,,,,,,,,,,,,
3626,,,,,,,,,,,,,,,,,,,,,,,,,,
3627,,,,,,,,,,,,,,,,,,,,,,,,,,
3628,,,,,,,,,,,,,,,,,,,,,,,,,,
3629,,,,,,,,,,,,,,,,,,,,,,,,,,
3630,,,,,,,,,,,,,,,,,,,,,,,,,,
3631,,,,,,,,,,,,,,,,,,,,,,,,,,
3632,,,,,,,,,,,,,,,,,,,,,,,,,,
3633,,,,,,,,,,,,,,,,,,,,,,,,,,
3634,,,,,,,,,,,,,,,,,,,,,,,,,,
3635,,,,,,,,,,,,,,,,,,,,,,,,,,
3636,,,,,,,,,,,,,,,,,,,,,,,,,,
3637,,,,,,,,,,,,,,,,,,,,,,,,,,
3638,,,,,,,,,,,,,,,,,,,,,,,,,,
3639,,,,,,,,,,,,,,,,,,,,,,,,,,
3640,,,,,,,,,,,,,,,,,,,,,,,,,,
3641,,,,,,,,,,,,,,,,,,,,,,,,,,
3642,,,,,,,,,,25.0,,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
3643,,,,,,,,,,25.0,,,,,,,,0.0,,0.0,,,,,,
3644,,,,,,,,,25.0,25.0,,,,,,,,,,0.0,,,,,,0.0
3645,,,,,,,,,,,,,,,,,,,,,,,,,,
3646,,,,,,,,,,,,,,,,,,,,,,,,,,
3647,,,,,,,,,,,,,,,,,,,,,,,,,,
3648,,,,,,,,,,,,,,,,,,,,,,,,,,
3649,,,,,,,,,,,,,,,,,,,,,,,,,,
3650,,,,,,,,,,,,,,,,,,,,,,,,,,
3651,,,,,,,,,,,,,,,,,,,,,,,,,,
3652,,,,,,,,,,,,,,,,,,,,,,,,,,
3653,,,,,,,,,,,,,,,,,,,,,,,,,,
3654,,,,,,,,,,,,,,,,,,,,,,,,,,
3655,,,,,,,,,,,,,,,,,,,,,,,,,,
3656,,,,,,,,,,,,,,,,,,,,,,,,,,
3657,,,,,,,,,,,,,,,,,,,,,,,,,,
3658,,,,,,,,,,,,,,,,,,,,,,,,,,
3659,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,,,,,,,,,,,,,,,,,,,,,,,,,,
3661,,,,,,,,,35.0,35.0,,,0.0,,,,,0.0,,0.0,,,,,,0.0
3662,,,,,,,,,30.0,30.0,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
3663,,,,,,,,,,,,,,,,,,,,,,,,,,
3664,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,,,,,,,,,,,,,,,,,,,,,,,,,,
3666,,,,,,,,,,,,,,,,,,,,,,,,,,
3667,,,,,,,,,,,,,,,,,,,,,,,,,,
3668,,,,,,,,,,,,,,,,,,,,,,,,,,
3669,,,,,,,,,,,,,,,,,,,,,,,,,,
3670,,,,,,,,,,,,,,,,,,,,,,,,,,
3671,,,,,,,,,,,,,,,,,,,,,,,,,,
3672,,,,,,,,,,,,,,,,,,,,,,,,,,
3673,,,,,,,,,,,,,,,,,,,,,,,,,,
3674,,,,,,,,,,,,,,,,,,,,,,,,,,
3675,,,,,,,,,,,,,,,,,,,,,,,,,,
3676,,,,,,,,,,,,,,,,,,,,,,,,,,
3677,,,,,,,,,,,,,,,,,,,,,,,,,,
3678,,,,,,,,,,,,,,,,,,,,,,,,,,
3679,,,,,,,,,30.0,30.0,,,,,,,,,,,,,,,,
3680,0.0,,,,,,,,20.0,20.0,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
3681,,,,,,,,,35.0,35.0,,,,,,,,0.0,,0.0,,,,,,0.0
3682,,,,,,,,,,,,,,,,,,,,,,,,,,
3683,,,,,,,,,38.0,38.0,,,0.0,,,,,,,,,,,,,0.0
3684,,,,,,,,,50.0,50.0,,,0.0,0.0,,,,,,,,,,,,
3685,,,,,,,,,35.0,35.0,,,,,,,,,,0.0,,,,,,
3686,,,,,,,,,,,,,,,,,,,,,,,,,,
3687,,,,,,,,,,,,,,,,,,,,,,,,,,
3688,,,,,,,,,,,,,,,,,,,,,,,,,,
3689,,,,,,,,,,,,,,,,,,,,,,,,,,
3690,,,,,,,,,,,,,,,,,,,,,,,,,,
3691,,,,,,,,,,,,,,,,,,,,,,,,,,
3692,,,,,,,,,,,,,,,,,,,,,,,,,,
3693,,,,,,,,,,,,,,,,,,,,,,,,,,
3694,,,,,,,,,,,,,,,,,,,,,,,,,,
3695,,,,,,,,,,,,,,,,,,,,,,,,,,
3696,,,,,,,,,,,,,,,,,,,,,,,,,,
3697,,,,,,,,,,,,,,,,,,,,,,,,,,
3698,,,,,,,,,,,,,,,,,,,,,,,,,,
3699,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,,,,,,,,,,,,,,,,,,,,,,,,,,
3701,,,,,,,,,,,,,,,,,,,,,,,,,,
3702,,,,,,,,,,,,,,,,,,,,,,,,,,
3703,,,,,,,,,,,,,,,,,,,,,,,,,,
3704,,,,,,,,,,,,,,,,,,,,,,,,,,
3705,,,,,,,,,,,,,,,,,,,,,,,,,,
3706,,,,,,,,,,,,,,,,,,,,,,,,,,
3707,,,,,,,,,,,,,,,,,,,,,,,,,,
3708,,,,,,,,,,,,,,,,,,,,,,,,,,
3709,,,,,,,,,,,,,,,,,,,,,,,,,,
3710,,,,,,,,,,,,,,,,,,,,,,,,,,
3711,,,,,,,,,25.0,25.0,,,,,,,,,,0.0,,,,,,
3712,,,,,,,,,,,,,,,,,,,,,,,,,,
3713,,,,,,,,,,,,,,,,,,,,,,,,,,
3714,,,,,,,,,,,,,,,,,,,,,,,,,,
3715,,,,,,,,,,,,,,,,,,,,,,,,,,
3716,,,,,,,,,,,,,,,,,,,,,,,,,,
3717,,,,,,,,,,,,,,,,,,,,,,,,,,
3718,,,,,,,,,,,,,,,,,,,,,,,,,,
3719,,,,,,,,,,,,,,,,,,,,,,,,,,
3720,,,,,,,,,,,,,,,,,,,,,,,,,,
3721,,,,,,,,,,,,,,,,,,,,,,,,,,
3722,,,,,,,,,50.0,50.0,,,,,,,,,,0.0,,,,,,
3723,,,,,,,,,,,,,,,,,,,,,,,,,,
3724,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0
3725,,,,,,,,,,,,,,,,,,,,,,,,,,
3726,,,,,,,,,,,,,,,,,,,,,,,,,,
3727,,,,,,,,,,,,,,,,,,,,,,,,,,
3728,,,,,,,,,,,,,,,,,,,,,,,,,,
3729,,,,,,,,,,,,,,,,,,,,,,,,,,
3730,,,,,,,,,,,,,,,,,,,,,,,,,,
3731,,,175.0,,25.0,,,,40.0,30.0,,,,,,,,,30.0,,,,,,,
3732,,,,,,,,,30.0,30.0,,,,,,,,,,,,,,,,
3733,,,,,,,,,35.0,35.0,,,,,,,,0.0,,0.0,,,,,,
3734,,,,,,,,,30.0,30.0,,,,,,,,,,,,,,,,
3735,,,,,,,,,25.0,25.0,,,,,,,,,,0.0,,,,,,
3736,,,,,,,,,25.0,25.0,,,,,,,,,,0.0,,,,,,
3737,,,,,,,,,35.0,35.0,,,,,,,,,,0.0,,,,,,
3738,,,,,,,,,30.0,30.0,,,,,,,,,,,,,,,,0.0
3739,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0
3740,,,,,,,,,,,,,,,,,,,,,,,,,,
3741,,,,,,,,,,,,,,,,,,,,,,,,,,
3742,,,,,,,,,,,,,,,,,,,,,,,,,,
3743,,,,,,,,,,,,,,,,,,,,,,,,,,
3744,,,,,,,,,,,,,,,,,,,,,,,,,,
3745,,,,,,,,,,,,,,,,,,,,,,,,,,
3746,,,,,,,,,,,,,,,,,,,,,,,,,,
3747,,,,,,,,,,,,,,,,,,,,,,,,,,
3748,,,,,,,,,,,,,,,,,,,,,,,,,,
3749,,,,,,,,,,,,,,,,,,,,,,,,,,
3750,,,,,,,,,,,,,,,,,,,,,,,,,,
3751,,,,,,,,,,,,,,,,,,,,,,,,,,
3752,,,,,,,,,,,,,,,,,,,,,,,,,,
3753,,,,,,,,,,,,,,,,,,,,,,,,,,
3754,,,,,,,,,,,,,,,,,,,,,,,,,,
3755,,,,,,,,,,,,,,,,,,,,,,,,,,
3756,,,,,,,,,,,,,,,,,,,,,,,,,,
3757,,,,,,,,,,,,,,,,,,,,,,,,,,
3758,,,,,,,,,,,,,,,,,,,,,,,,,,
3759,,,,,,,,,,,,,,,,,,,,,,,,,,
3760,,,,,,,,,,,,,,,,,,,,,,,,,,
3761,,,,,,,,,,,,,,,,,,,,,,,,,,
3762,,,,,,,,,,,,,,,,,,,,,,,,,,
3763,,,,,,,,,,,,,,,,,,,,,,,,,,
3764,,,,,,,,,,,,,,,,,,,,,,,,,,
3765,,,,,,,,,,,,,,,,,,,,,,,,,,
3766,,,,,,,,,,,,,,,,,,,,,,,,,,
3767,,,,,,,,,50.0,50.0,,,,,,,,,,,,35.0,,,,
3768,,,,,,,,,40.0,40.0,,,,,,,,,,,,,,,,
3769,,,,,,,,,40.0,40.0,,,,,,,,,,0.0,,,,,,
3770,,,,,,,,,40.0,40.0,,,,,,,,,,,,,,,,
3771,,,,,,,,,50.0,35.0,,,,,,,,,,,,,,,,
3772,,,,,,,,,,,,,,,,,,,,,,,,,,
3773,,,,,,,,,40.0,40.0,,,,,,,,,,0.0,,,,,,
3774,,,,,,,,,,,,,,,,,,,,,,,,,,
3775,,70.0,50.0,,,,,,45.0,45.0,,,,,,,,,,,,,,,,
3776,,,,,,,,,40.0,40.0,,,,,,,,,,0.0,,,,,,
3777,,,,,,,,,40.0,40.0,,,,,,,,,,,,,,,,
3778,,,,,140.0,,,,35.0,35.0,,,,,,,,,,,,,,,,
3779,,,,,,,,,30.0,30.0,,,,,,,,,,0.0,,,,,,
3780,,,,,,,,,50.0,50.0,,,,,,,,,,0.0,,,,,,
3781,0.0,,,,,,,,25.0,25.0,,,0.0,0.0,,,,,,0.0,,,,,,0.0
3782,,,,,,,,,60.0,60.0,,,,,,,,,,,,,,,,
3783,,,,,,,,,30.0,25.0,,,,,,,,,,,,,,,,
3784,,,,,,,,,35.0,35.0,,,,,,,,0.0,,0.0,,,,,,0.0
3785,,,,,,,,,60.0,35.0,,,,,,,,,,,,,,,,
3786,,,,,,,,,50.0,50.0,,,,,,,,0.0,,0.0,,,,,,
3787,,,,,,,,,40.0,,,,,,,,,,,,,,,,,
3788,,,,,,,,,,,,,,,,,,,,,,,,,,
3789,,,,,,,,,25.0,25.0,,,,,,,,,,0.0,,,,,,0.0
3790,,,,,,,,,40.0,40.0,,,,,,,,,,,,,,,,
3791,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,,,,,,,,,,,,,,,,,,,,,,,,,,
3793,,,,,,,,,,,,,,,,,,,,,,,,,,
3794,,,,,,,,,,,,,,,,,,,,,,,,,,
3795,,,,,,,,,,,,,,,,,,,,,,,,,,
3796,0.0,,,,,,,,60.0,35.0,,,0.0,0.0,,,,0.0,,0.0,,,,,,
3797,,,,,,,,,,,,,,,,,,,,,,,,,,
3798,,,,,,,,,,,,,,,,,,,,,,,,,,
3799,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,,,,,,,,,,,,,,,,,,,,,,,,,,
3801,,,,,,,,,,,,,,,,,,,,,,,,,,
3802,,,,,,,,,,,,,,,,,,,,,,,,,,
3803,,,,,,,,,,,,,,,,,,,,,,,,,,
3804,,,,,,,,,,,,,,,,,,,,,,,,,,
3805,,,,,,,,,,,,,,,,,,,,,,,,,,
3806,,,,,,,,,,,,,,,,,,,,,,,,,,
3807,,,,,,,,,,,,,,,,,,,,,,,,,,
3808,,,,,,,,,,,,,,,,,,,,,,,,,,
3809,,,,,,,,,,,,,,,,,,,,,,,,,,
3810,,,,,,,,,,,,,,,,,,,,,,,,,,
3811,,,,,,,,,,,,,,,,,,,,,,,,,,
3812,,,,,,,,,,,,,,,,,,,,,,,,,,
3813,,,,,,,,,,,,,,,,,,,,,,,,,,
3814,,,,,,,,,,,,,,,,,,,,,,,,,,
3815,,,,,,,,,,,,,,,,,,,,,,,,,,
3816,,,,,,,,,,,,,,,,,,,,,,,,,,
3817,,,,,,,,,,,,,,,,,,,,,,,,,,
3818,,,,,,,,,,,,,,,,,,,,,,,,,,
3819,,,,,,,,,,,,,,,,,,,,,,,,,,
3820,,,,,,,,,,,,,,,,,,,,,,,,,,
3821,,,,,,,,,,,,,,,,,,,,,,,,,,
3822,,,,,,,,,,,,,,,,,,,,,,,,,,
3823,,,,,,,,,,,,,,,,,,,,,,,,,,
3824,,,,,,,,,,,,,,,,,,,,,,,,,,
3825,,,,,,,,,,,,,,,,,,,,,,,,,,
3826,,,,,,,,,,,,,,,,,,,,,,,,,,
3827,,,,,,,,,,,,,,,,,,,,,,,,,,
3828,,,,,,,,,,,,,,,,,,,,,,,,,,
3829,,,,,,,,,,,,,,,,,,,,,,,,,,
3830,,,,,,,,,,,,,,,,,,,,,,,,,,
3831,,,,,,,,,,,,,,,,,,,,,,,,,,
3832,,,,,,,,,,,,,,,,,,,,,,,,,,
3833,,,,,,,,,,,,,,,,,,,,,,,,,,
3834,,,,,,,,,,,,,,,,,,,,,,,,,,
3835,,,,,,,,,,,,,,,,,,,,,,,,,,
3836,,,,,,,,,,,,,,,,,,,,,,,,,,
3837,,,,,,,,,,,,,,,,,,,,,,,,,,
3838,,,,,,,,,,,,,,,,,,,,,,,,,,
3839,,,,,,,,,,,,,,,,,,,,,,,,,,
3840,,,,,,,,,,,,,,,,,,,,,,,,,,
3841,,,,,,,,,,,,,,,,,,,,,,,,,,
3842,,,,,,,,,,,,,,,,,,,,,,,,,,
3843,,,,,,,,,,,,,,,,,,,,,,,,,,
3844,,,,,,,,,,,,,,,,,,,,,,,,,,
3845,,,,,,,,,,,,,,,,,,,,,,,,,,
3846,,,,,,,,,,,,,,,,,,,,,,,,,,
3847,,,,,,,,,,,,,,,,,,,,,,,,,,
3848,,,,,,,,,,,,,,,,,,,,,,,,,,
3849,,,,,,,,,,,,,,,,,,,,,,,,,,
3850,,,,,,,,,,,,,,,,,,,,,,,,,,
3851,,,,,,,,,,,,,,,,,,,,,,,,,,
3852,,,,,,,,,,,,,,,,,,,,,,,,,,
3853,,,,,,,,,,,,,,,,,,,,,,,,,,
3854,,,,,,,,,,,,,,,,,,,,,,,,,,
3855,,,,,,,,,,,,,,,,,,,,,,,,,,
3856,,,,,,,,,,,,,,,,,,,,,,,,,,
3857,,,,,,,,,,,,,,,,,,,,,,,,,,
3858,,,,,,,,,,,,,,,,,,,,,,,,,,
3859,,,,,,,,,,,,,,,,,,,,,,,,,,
3860,,,,,,,,,,,,,,,,,,,,,,,,,,
3861,,,,,,,,,,,,,,,,,,,,,,,,,,
3862,,,,,,,,,,,,,,,,,,,,,,,,,,
3863,,,,,,,,,,,,,,,,,,,,,,,,,,
3864,,,,,,,,,,,,,,,,,,,,,,,,,,
3865,,,,,,,,,,,,,,,,,,,,,,,,,,
3866,,,,,,,,,,,,,,,,,,,,,,,,,,
3867,,,,,,,,,,,,,,,,,,,,,,,,,,
3868,,,,,,,,,,,,,,,,,,,,,,,,,,
3869,,,,,,,,,,,,,,,,,,,,,,,,,,
3870,,,,,,,,,,,,,,,,,,,,,,,,,,
3871,,,,,,,,,,,,,,,,,,,,,,,,,,
3872,,,,,,,,,,,,,,,,,,,,,,,,,,
3873,,,,,,,,,,,,,,,,,,,,,,,,,,
3874,,,,,,,,,,,,,,,,,,,,,,,,,,
3875,,,,,,,,,,,,,,,,,,,,,,,,,,
3876,,,,,,,,,,,,,,,,,,,,,,,,,,
3877,,,,,,,,,,,,,,,,,,,,,,,,,,
3878,,,,,,,,,,,,,,,,,,,,,,,,,,
3879,,,,,,,,,,,,,,,,,,,,,,,,,,
3880,,,,,,,,,,,,,,,,,,,,,,,,,,
3881,,,,,,,,,,,,,,,,,,,,,,,,,,
3882,,,,,,,,,,,,,,,,,,,,,,,,,,
3883,,,,,,,,,,,,,,,,,,,,,,,,,,
3884,,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
3885,,,,,,,,,,,,,,,,,,,,,,,,,,
3886,,,,,,,,,,,,,,,,,,,,,,,,,,
3887,,,,,,,,,,,,,,,,,,,,,,,,,,
3888,,,,,,,,,,,,,,,,,,,,,,,,,,
3889,,,,,,,,,,,,,,,,,,,,,,,,,,
3890,,,,,,,,,,,,,,,,,,,,,,,,,,
3891,,,,,,,,,,,,,,,,,,,,,,,,,,
3892,,,,,,,,,,,,,,,,,,,,,,,,,,
3893,,,,,,,,,,,,,,,,,,,,,,,,,,
3894,,,,,,,,,,,,,,,,,,,,,,,,,,
3895,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,
3896,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
3897,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,
3898,,,,,,,,,50.0,40.0,0.0,,0.0,0.0,,,,,,0.0,,,,,,0.0
3899,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,
3900,,,,,,,,,35.0,35.0,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
3901,,,,,,,,,,,,,,,,,,,,,,,,,,
3902,,,,,,,,,,,,,,,,,,,,,,,,,,
3903,,,,,,,,,,,,,,,,,,,,,,,,,,
3904,,,,,,,,,,,,,,,,,,,,,,,,,,
3905,,,,,,,,,,,,,,,,,,,,,,,,,,
3906,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
3907,,,,,,,,,35.0,35.0,,,0.0,,,,,,,0.0,,,,,,
3908,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0
3909,,,,,,,,,25.0,25.0,,,,,,,,,,0.0,,,,,,0.0
3910,,,,,,,,,,,,,,,,,,,,,,,,,,
3911,,,,,,,,,,,,,,,,,,,,,,,,,,
3912,,,,,,,,,,,,,,,,,,,,,,,,,,
3913,,,,,,,,,,,,,,,,,,,,,,,,,,
3914,,,,,,,,,,,,,,,,,,,,,,,,,,
3915,,,,,,,,,,,,,,,,,,,,,,,,,,
3916,,,,,,,,,,,,,,,,,,,,,,,,,,
3917,,,,,,,,,,,,,,,,,,,,,,,,,,
3918,,,,,,,,,,,,,,,,,,,,,,,,,,
3919,,,,,,,,,35.0,35.0,,,,,,,,,,,,,,,,
3920,,,,,,,,,60.0,60.0,,,0.0,0.0,,,,,,0.0,,,,,,0.0
3921,,,,,,,,,30.0,25.0,,,0.0,0.0,,,,,,0.0,,,,,,0.0
3922,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
3923,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,
3924,,,,,,,,,50.0,50.0,,,,,,,,0.0,,0.0,,,,,,0.0
3925,,,50.0,,,,,,,,,,,,,,,,,,,,,,,
3926,,,,,,,,,65.0,50.0,,,,,,,,0.0,,0.0,,,,,,0.0
3927,,,150.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0
3928,,,50.0,35.0,,,,,35.0,35.0,,,,,,,,,,,,,,,,
3929,,,,,,,,,25.0,25.0,0.0,,,0.0,,,,0.0,,0.0,,,,,,0.0
3930,,,,,,,,,50.0,35.0,0.0,,0.0,,,,,,,0.0,,,,,,
3931,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0
3932,,,,,,,,,25.0,25.0,,,,,,,,0.0,,0.0,,,,,,0.0
3933,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
3934,,,,,,,,,25.0,25.0,,,0.0,,,,,,,0.0,,,,,,
3935,,,,,,,,,25.0,25.0,0.0,,0.0,0.0,,,,,,0.0,,,,,,
3936,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
3937,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0
3938,,,,,,,,,,,,,,,,,,,,,,,,,,
3939,,,,,,,,,,,,,,,,,,,,,,,,,,
3940,,,,,,,,,,,,,,,,,,,,,,,,,,
3941,,,,,,,,,,,,,,,,,,,,,,,,,,
3942,,,,,,,,,,,,,,,,,,,,,,,,,,
3943,,,,,,,,,,,,,,,,,,,,,,,,,,
3944,,,,,,,,,,,,,,,,,,,,,,,,,,
3945,,,,,,,,,,,,,,,,,,,,,,,,,,
3946,,,,,,,,,,,,,,,,,,,,,,,,,,
3947,,,,,,,,,,,,,,,,,,,,,,,,,,
3948,,,,,,,,,,,,,,,,,,,,,,,,,,
3949,,,,,,,,,,,,,,,,,,,,,,,,,,
3950,,,,,,,,,,,,,,,,,,,,,,,,,,
3951,,,,,,,,,,,,,,,,,,,,,,,,,,
3952,,,,,,,,,,,,,,,,,,,,,,,,,,
3953,0.0,,,,,,,,,35.0,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
3954,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,0.0
3955,0.0,,,,,,,,45.0,35.0,,,0.0,0.0,,,,,,,,,,,,
3956,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,0.0
3957,,,,,,,,,,30.0,0.0,,0.0,,,,,,,,,,,,,
3958,,,,,,,,,25.0,25.0,,,,,,,,0.0,,0.0,,,,,,0.0
3959,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
3960,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0
3961,,,,,,,,,,,,,,,,,,,,,,,,,,
3962,,,,,,,,,25.0,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
3963,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,
3964,0.0,,,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,,0.0
3965,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
3966,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,,,,,,,,,,,,,,,,,,,,,,,,,,
3968,,,,,,,,,,,,,,,,,,,,,,,,,,
3969,,,,,,,,,,,,,,,,,,,,,,,,,,
3970,,,,,,,,,,,,,,,,,,,,,,,,,,
3971,,,,,,,,,,,,,,,,,,,,,,,,,,
3972,,,,,,,,,,,,,,,,,,,,,,,,,,
3973,,,,,,,,,,,,,,,,,,,,,,,,,,
3974,,,,,,,,,,,,,,,,,,,,,,,,,,
3975,,,,,,,,,,,,,,,,,,,,,,,,,,
3976,,,,,,,,,,,,,,,,,,,,,,,,,,
3977,,,,,,,,,,,,,,,,,,,,,,,,,,
3978,,,,,,,,,,,,,,,,,,,,,,,,,,
3979,,,,,,,,,,,,,,,,,,,,,,,,,,
3980,,,,,,,,,,,,,,,,,,,,,,,,,,
3981,,,,,,,,,,,,,,,,,,,,,,,,,,
3982,,,,,,,,,,,,,,,,,,,,,,,,,,
3983,,,,,,,,,,,,,,,,,,,,,,,,,,
3984,,,,,,,,,,,,,,,,,,,,,,,,,,
3985,,,,,,,,,,,,,,,,,,,,,,,,,,
3986,,,,,,,,,,,,,,,,,,,,,,,,,,
3987,,,,,,,,,,,,,,,,,,,,,,,,,,
3988,,,,,,,,,,,,,,,,,,,,,,,,,,
3989,,,,,,,,,,,,,,,,,,,,,,,,,,
3990,,,,,,,,,,,,,,,,,,,,,,,,,,
3991,,,,,,,,,,,,,,,,,,,,,,,,,,
3992,,,,,,,,,,,,,,,,,,,,,,,,,,
3993,,,,,,,,,,,,,,,,,,,,,,,,,,
3994,,,,,,,,,,,,,,,,,,,,,,,,,,
3995,,,,,,,,,,,,,,,,,,,,,,,,,,
3996,,,,,,,,,,,,,,,,,,,,,,,,,,
3997,,,,,,,,,,,,,,,,,,,,,,,,,,
3998,,,,,,,,,,,,,,,,,,,,,,,,,,
3999,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,,,,,,,,,,,,,,,,,,,,,,,,,,
4002,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,,,,,,,,,,,,,,,,,,,,,,,,,,
4004,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,,,,,,,,,,,,,,,,,,,,,,,,,,
4006,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,
4007,,,,,,,,,30.0,30.0,,,0.0,,,,,,,,,,,,,
4008,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0
4009,,,,,,,,,,,,,,,,,,,,,,,,,,
4010,,,,,,,,,,,,,,,,,,,,,,,,,,
4011,,,,,,,,,,,,,,,,,,,,,,,,,,
4012,,,,,,,,,,,,,,,,,,,,,,,,,,
4013,,,,,,,,,,,,,,,,,,,,,,,,,,
4014,,,,,,,,,,,,,,,,,,,,,,,,,,
4015,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
4016,,,,,,,,,,,,,,,,,,,,,,,,,,
4017,,,,,,,,,,,,,,,,,,,,,,,,,,
4018,,,,,,,,,,,,,,,,,,,,,,,,,,
4019,,,,,,,,,,,,,,,,,,,,,,,,,,
4020,,,,,,,,,,,,,,,,,,,,,,,,,,
4021,,,,,,,,,,,,,,,,,,,,,,,,,,
4022,,,,,,,,,,,,,,,,,,,,,,,,,,
4023,,,,,,,,,,,,,,,,,,,,,,,,,,
4024,,,,,,,,,,,,,,,,,,,,,,,,,,
4025,,,,,,,,,,,,,,,,,,,,,,,,,,
4026,,,,,,,,,,,,,,,,,,,,,,,,,,
4027,,,,,,,,,,,,,,,,,,,,,,,,,,
4028,,,,,,,,,,,,,,,,,,,,,,,,,,
4029,,,,,,,,,,,,,,,,,,,,,,,,,,
4030,,,,,,,,,,,,,,,,,,,,,,,,,,
4031,,,,,,,,,,,,,,,,,,,,,,,,,,
4032,,,,,,,,,,,,,,,,,,,,,,,,,,
4033,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4034,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0
4035,,,,,,,,,,,,,,,,,,,,,,,,,,
4036,,,,,,,,,,,,,,,,,,,,,,,,,,
4037,,,,,,,,,,,,,,,,,,,,,,,,,,
4038,,,,,,,,,,,,,,,,,,,,,,,,,,
4039,,,,,,,,,,,,,,,,,,,,,,,,,,
4040,,,,,,,,,,,,,,,,,,,,,,,,,,
4041,,,,,,,,,,,,,,,,,,,,,,,,,,
4042,,,,,,,,,,,,,,,,,,,,,,,,,,
4043,,,,,,,,,,,,,,,,,,,,,,,,,,
4044,,,,,,,,,,,,,,,,,,,,,,,,,,
4045,,,,,,,,,,,,,,,,,,,,,,,,,,
